ID,Description,Entry_ID,Antonym,Encyclopedic_Info,Media_IDs,Near_Synonym,Scientific_Name,Semantic_Domain,Synonym
SN001199,place name: small creek,Diyer_Kanga_Pap,,,,,,,
SN001200,type of spear,diyr,,,,,,,
SN001201,plant species,diyrdiyr,,Has plenty of spikes; named because out of these people make the spear called diyr,,,Arytera sp.,Plant,LX001382 ; LX001208
SN001202,grevillea species,LX000400,,,,,Grevillea pinnatifida,Plant,
SN001203,plant species,dlongaldlongal,,,,,Stenocarpus sp.,Plant,
SN001204,woman,dmab,,,,,,,
SN001205,female,dmab,,,,,,,
SN001206,wife,dmab,,,,,,,
SN001207,plant species,LX000401,,"Herb, people take the seed for strong cough",,,Prunus sp.,Plant,
SN001208,plant species,LX000401,,"This has a corresponding 'male' equivalent, g̅älg̅äl; In the same family as qébti täbzäl, growing at Zeri and gathered there; the difference is in the smell of the bark. The male vs female naming has to do with their respective use: the 'male' ( g̅älg̅äl) is used for string bundles of bullroarers, while the female is named because it is a female one and very strong. also, the female lives longer and 'women do not die easily; men are easier to die' (JN)",,,Diospyros sp.,Plant,
SN001209,"woman-hungry, always chasing after women",dmab_krares,,,,,,,
SN001210,fig tree species,LX000402,,,,,Ficus Benjamina,Plant,LX001230
SN001211,plant species,dmab_sripasripa,,,,sripasripa,Boreria sp.,Plant,
SN001212,a married man,LX000403,,,,,,,
SN001213,married man,LX000404,,,,,,,
SN001214,newly sprouting coconut,LX000405,,,,,,Growth of plants,
SN001215,earth grub,dmbom_1,,,,,,Insect,
SN001216,"headhunter's club ,made from kbr tree",dmbom_2,,,,,,,
SN001217,"numb, numbness",dmbrdmbr_1,,,,,,,
SN001218,shivering,dmbrdmbr_1,,,,,,,
SN001219,plant species,dmbrdmbr_2,,,,,Glochydium sp.,Plant,
SN001220,"person with responsibility, ownership etc. Follows word specifying responsibility, and is in turn followed by the word for 'man' or 'woman' as appropriate",dner,,,,,,,
SN001221,"piece of wood, length of wood, middle part of tree that has fallen over the ground",dng,,,,,,,
SN001222,"halfway, part-way",dngama,,,,,,,
SN001223,plant species,dngdng,,,,dum,Pithcelobium sp.,Plant,
SN001224,place name: village approx 3km northwest of Mär. GPS s 08 32.160< E 142 04.252,Dnge,,,,,,,
SN001225,name of river which flows routh from swamp to Mär,Dnge_Yergb,,"2 rivers flow from the same swamp: one south, one north",,,,,
SN001226,orchid,LX000406,,Used as source of yellow dye for woven bags.,,,Dendrobium sp.,Plant,
SN001227,orchid type: small,LX000407,,,,,Dendrobium sp.,Plant,
SN001228,"type of orchid, like dng̅r pip but longer",LX000408,,,,,,Plant,
SN001229,"Substantiviser: 'one, fellow, creature'",LX000409,,"Formative in a number of expressions for different phases of ritual menstrual seclusion: seldnӓr, ksdnӓr, masdnӓr, wserudnӓr.",,,,,
SN001230,spring in trap,do,,,,,,Trap,
SN001231,harpoon shaft,do,,,,,,Hunt,
SN001232,strong erection,do,,,,,,Male organs,dowako
SN001233,mangrove goanna (yellow spots on back - picture taken with Joel et al),do_smasma,,,,,,Lizards and goannas,
SN001234,female personal name,Doa,,Bearers: (a) name of second-born child of Kmgo Blba and Demi Teräb,,,,,
SN001235,plant species,LX000410,,,,,Gymnacranthera paniculata,Plant,
SN001236,plant species,doadoa,,,,,Gymnacrantha paniculata,Plant,
SN001237,plant species,doadoa,,,,,Myristica sp.,Plant,
SN001238,handle,doba,,,,,,,
SN001239,plant species with flower,dobaradobara,,,,,,,
SN001240,personal name,Dobayadobaya,,,,,,,
SN001241,"young, of certain animals - word follows the general name for the animal or bird, e.g. pan parwae dobre 'joey, wallaby still in mother's pouch',",dobre,,,,,,Animal life cycle,
SN001242,small and soft,dobre,,,,,,,
SN001243,"retired, retrenched",doko,,,,,,,
SN001244,"ex-, former (with regard to a role or occupation)",doko,,,,,,,
SN001245,"type of frog that lives on riverbank, smal frog living in savannah",dokre,,,,,,Amphibian,
SN001246,crush,dom,,,,,,,brs
SN001247,press,dom,,,,,,,
SN001248,"strain, make fine",dom,,,,,,,
SN001249,step on,dom,,,,,,,
SN001250,"hold underfoot, hold down by weight",dom,,,,,,,
SN001251,bite at with teeth,dom,,,,,,,
SN001252,"hand drum, kundu drum",dondo,,,,,,Musical instrument,
SN001253,sero pattern,LX000411,,,,,,,
SN001254,Jew's harp,dondo_yp,,,,,,,
SN001255,male personal name,Dopa,,,,,,,
SN001256,"bird arrow, speacial spear with round iron tip for shooting birds (get photo)",dopae,,,,,,,
SN001257,southern cassowary,doro,,,,,,Bird,
SN001258,scrape (in preparing food),dos,,,,,,,
SN001259,erection,dowako,,,,,,,do
SN001260,"type of waterlily, with smaller blue flowers (whereas the yora pip has larger white flowers)",dowako_yora,,,,,,"Plant ; Bush, shrub",
SN001261,get an erection,LX000412,,,,,,,
SN001262,paperbark species,dr,,,,pupui_dr,Melaleuca viridiflora,Plant ; Parts of a plant,
SN001263,type of paperbark tree,dr_kend,,,,,Melaleuca sp.,Plant,
SN001264,"type of python, colour and texture is smooth and while like a melaleuca tree",LX000413,,,,,,Snake,LX000643
SN001265,place name: last creek heading from Bimadbn towards Dimsisi,Dram,,,,,,,
SN001266,tear,LX000414,,,,,,,
SN001267,albino-skinned,drgane,,,,,,,
SN001268,Obbes' tandan,LX000415,,,,,,,
SN001269,sandpaper fig,LX000416,,Leaves used for sandpaper.,,,Ficus wasa,Plant,
SN001270,village name (= Doro in Ayres),Dro,,,,,,,
SN001271,"banana stump, after the bananas have been cut off. Placed on side of cooking fire to stop it burning woord, food etc. or to stop the heat spreading",drog,,,,,,Parts of a plant,
SN001272,"Nightjar. Term applied to two species, the large-tailnightjar, known locally as the 'night carpenter', and the White-throated Nightjar. Goes 'tok! tok!' during the night",drondro,,Bird calls out dro! dro! dro!,56d1d493f3c1024a9688fa8d1b4dddaa,,Caprimulgus macrurus; Eurostopulus mystacalis,Bird,
SN001273,"Nickname for Amto, who is a carpenter by trade",Drondro,,,,,,,
SN001274,squeeze out (e.g. coconut juice from coconut mea),dror,,,,,,,
SN001275,bat (generic),drpn,,"Includes tipa drpn, drpn pip, drpn",,,,Bats and Flying Foxes,
SN001276,mastiff bat - both Beccari's mastiff bat (drpn pip) and the northern mastiff bat,drpn,,,,,,Bats and Flying Foxes,
SN001277,Beccari's mastiff bat,drpn_pip,,,,,,,
SN001278,rufous-bellied kingfisher,drrok,,Idi drlog,,,Dacelo gaudichaud,,
SN001279,conical fish trap,drudru_wasn,,,,,,Trap,
SN001280,"honeyeater: term is applied to several types of honeyeater including the Plain Honeyeater, the Long-billed Honeyeater and the Tawny-breasted Honeyeater.",ds,,,,,Melilestes flaviventer; Melilestes megarhynchus,Bird,
SN001281,old garden place that has become wild and overgrown,du,,,,,,Land preparation,
SN001282,"planted for a long time, dormant (of a plant planted long ago)",du,,,,,,,
SN001283,notch,du,,,,,,,
SN001284,old garden place on W. bank of the Maekusa; Americans destroyed a big rock here with a bomb,Du,,,,,,,
SN001285,"mature leaves, already green (any plant)",du_wn_san,,,,,,,
SN001286,little pied cormorant,dubea_grangra,,,63e2f2c2171be02b4cdea9636b59bb6d,,Microcarbo melanoleucos,Bird,
SN001287,very old garden place,dudu,,,,,,Land preparation,
SN001288,place name,Dudumae,,,,,,,
SN001289,sounds of footsteps,duki,,,,,,,
SN001290,forever,duktata,,,,,,,dumni
SN001291,plant species,dum,,"Not seen, but said to grow at Zeri and have a similar leaf to dngdng",,dngdng,,Plant,
SN001292,plant species,dumangdumang,,Used for grille.,8072b4eb5159064ed0951208d7a6b61d,,Clematis novoguinensis,Plant,
SN001293,"plant like staghorn, grows in tree, vertical orange fruit",dumapal,,"Leaf used for wrapping sagos or making porma, dried leaves can also be used to wrap tobacco",,,,"Grass, herb, vine",
SN001294,plant species,dumb,,,,,,Plant,
SN001295,plant species,dumbdumb,,,,,Pithcelobium sp.,Plant,
SN001296,place name,Duminza,,,,,,,
SN001297,"always, forever",dumni,,,,,,,
SN001298,eternal,dumni,,,,,,,
SN001299,always,dumnidumni_1,,,,,,,dumni
SN001300,frequently,dumnidumni_1,,,,,,,
SN001301,frequent,dumnidumni_2,,,,,,,
SN001302,"type of wasp, black and gold stripes",dun_konz,,,,,,Insect,
SN001303,"bamboo species, still unidentified. Like troe, but bigger stem. Used to make beheading knives (song) in the olden days",dur,,,,,Bambusa sp.,Plant,
SN001304,cook (of one object),dus,,,,,,,
SN001305,river mud,dus_mupi,,,,,,,
SN001306,"cooked, roasted in a ground oven",dusmne,LX001276,,,,,,
SN001307,"roast meat, meat that has been roasted in a ground oven",dusmne_pip,,,,,,,
SN001308,loudly,LX000417,,,,,,,
SN001309,fast,LX000417,,,,,,,
SN001310,"hard, forcefully",LX000417,,,,,,,
SN001311,old-time people,LX000418,,,,,,,
SN001312,plant name,duya,,grow near Dimsisi,,,,,
SN001313,cry,e,,,,,,,
SN001314,yes,LX000419,yao_1,,,,,,
SN001315,cry,e_engs,,,,,,,
SN001316,crybaby,e_krars,,,,,,,
SN001317,"a word 'to influence you to change your mind', cmoparable to Nambu ena. Need examples of usage",e_neita,,,,,,,
SN001318,who (any number). Also employed when someone's name is the subject.,ebe_1,,,,,,,
SN001319,which,ebe_1,,,,,,,
SN001320,who (as relative pronoun),ebe_2,,,,,,,
SN001321,female personal name,Ebig,,,,,,,
SN001322,"finish, run out, come to an end",ebs_1,,,,,,,
SN001323,finish,ebs_2,,,,,,,
SN001324,but,edene,,,,,,,
SN001325,mangrove species,edm,,,,,Bruguiera sp.,Plant,
SN001326,mangrove species,edm,,,,,Rhizophora sp.,Plant,
SN001327,"rainbow fish, Kiunga Blue-Eye (found in pupui)",edm-edm_1,,,,,,Fish,
SN001328,plant species,edm-edm_2,,,,,Brynia niruri,Plant,
SN001329,"get skinned, get sharpened, have one's foreskin pulled back",LX000420,,,,,,,
SN001330,tear (intransitive),LX000421,,,,,,,
SN001331,"mist, fog",eg,,,,,,,
SN001332,mist,eg_bdr,,,,,,,
SN001333,"become in line, lined up",LX000422,,,,,,,
SN001334,"emerge, come out",egbs,,,,,,,
SN001335,"come apart, come unstuck from each other",egbs,,,,,,,
SN001336,"be away, be absent (e.g. of someone out in their garden)",LX000423,,,,,,,
SN001337,bouncy,LX000424,,,,,,,
SN001338,shake (itr.),LX000425,,,,,,,
SN001339,bob up and down,LX000425,,,,,,,
SN001340,"stay away, get stuck somewhere",egr,,,,,,,
SN001341,"'appreciation word', e.g. if you shoot a cassowary, or return after a long time",LX000426,,,,,,,
SN001342,wipe oneself,LX000427,,,,,,,
SN001343,"enter, become inside",elaw,,,,,,,
SN001344,arrive (e.g. of a message),elaw,,,,,,,
SN001345,hunting,ele,,,,,,,
SN001346,go hunting,LX000428,,,,,,,
SN001347,"hunting method, using planned blocked points where people with bows and arrows position themselves in a hide while people with dogs, or ladies, make a noise and frighten the animal",ele_wars_yam,,,,,,,
SN001348,be lying down,LX000429,,,,,,,
SN001349,hunting place,elepap,,,,,,,
SN001350,pull (bow),LX000430,,,,,,,
SN001351,get tied (onto: LOC),embaes,,,,,,,
SN001352,be wrapped up,embaes,,,,,,,
SN001353,feel,LX000431,,,,,,,
SN001354,"think, about constantly, worry about, be preoccupied",LX000431,,,,,,,
SN001355,worry,LX000431,,,,,,,
SN001356,mindful,LX000432,,,,,,,
SN001357,think very serious about,LX000433,,,,,,,
SN001358,"sleep, go to sleep (of many)",emings,,,,,,,
SN001359,"immediately, right away",emnene,,,,,,,
SN001360,personal name (family name),Emng,,,,,,,
SN001361,be sitting Diff. from erengr needs investigatin,LX000434,,,,,,,
SN001362,"ask, enquire of",em_1,,,,,,,
SN001363,"obey, accept the will of somone who calls you",em_1,,,,,,,
SN001364,question,ems_2,,,,,,,
SN001365,question,ems_zi,,,,,,,
SN001366,"lean, get into a leaning position",emss,,,,,,,
SN001367,"be exhausted, after hard work",LX000435,,,,,,,
SN001368,"cease, stop",LX000435,,,,,,,
SN001369,"non-stop, without stopping",LX000436,,,,,,,LX000017
SN001370,"rest, take a break",ena,,,,,,,
SN001371,path,end,,,,,,,
SN001372,fork in road,end_kape,,,,,,,
SN001373,"corner in road, turning point or reckoning point on road used as way point on journey",LX000437,,,,,,,
SN001374,make a shortcut on a windy road,end_rebers,,,,,,,
SN001375,crossroads,LX000438,,,,,,,
SN001376,whose(sg),ende,,,,,,,
SN001377,whose (used instead of ende if the possessor is plural),endebende,,,,,,,
SN001378,from whom (plural),endebendemne,,,,,,,
SN001379,from whom (plural),endebendengama,,,,,,,
SN001380,"for whom (a small number, 2, 3, 4)",endebepap,,,,,,,
SN001381,who:pl:LOC,endebepapn,,,,,,,
SN001382,who.nsg.ABL,endebepapngama,,,,,,,
SN001383,for whom (of two),endebet,,,,,,,
SN001384,"for whom, who for",endeita,,,,,,,
SN001385,from whom (either supplied by whom or descended from whom),endemne,,,,,,,
SN001386,yes (contradicting a negative statement),enden,,,,,,,
SN001387,with.whose(sg),endengama,,,,,,,
SN001388,"to whom, to whose place (sg)",endepap,,,,,,,
SN001389,"at whom (sg), in whose possession? (combined with the verb 'to be', this is often used to translate 'have')",endepapn,,,,,,,
SN001390,who.sg.ABL,endepapngama,,,,,,,
SN001391,to.whom.sg,endepapt,,,,,,,
SN001392,"to whom, for whom (sg), for whose benefit",endeta,,,,,,,
SN001393,"Indonesia, Indonesian",Endnesa,,,,,,,
SN001394,maybe,ene,,,,,,,
SN001395,when suddenly,enemne,,,,,,,
SN001396,weep for,engama_warams,,,,,,,
SN001397,"to be lined up, to be in lines",LX000439,,,,,,,
SN001398,to be lined up (many),LX000440,,,,,,,
SN001399,cry,engs_1,,,,,,,
SN001400,"wait for too long, wait and wait",engs_2,,,,,,,
SN001401,be tired of hearing the same old thing,LX000441,,,,,,,
SN001402,spirit in the image of a person who has died,LX000442,,,,,,,
SN001403,shadow,LX000443,,,,,,Body,banban_1
SN001404,"photo, image",LX000443,,,,,,,
SN001405,wrestle,LX000444,,,,,,,
SN001406,"get cut, cut oneself",LX000445,,,,,,,
SN001407,get cut,LX000446,,,,,,,
SN001408,crawl,enza_1,,,,,,,LX000204
SN001409,move slowly or carefully,enza_1,,,,,,,
SN001410,slither,enza_2,,,,,,,
SN001411,his uncle,enzebe,,,,,,,
SN001412,sickness,enzne,,,,,,,
SN001413,person who has grown skinny with disease,enzne_tartar,,,,,,,
SN001414,"a bit of sickness, sickness that's not really serious",enzne-enzne,,,,,,,
SN001415,be a bit sick,LX000447,,,,,,,
SN001416,feel sick,LX000448,,,,,,,
SN001417,feel sick,LX000449,,,,,,,
SN001418,white spots where bees deposit their larvae in the comb; can be eaten,enzom_1,,,,,,,
SN001419,liver,enzom_2,,,,,,Internal organs,
SN001420,(of tide) go down,enzs,,,,,,,
SN001421,her husband,LX000450,,,,,,,
SN001422,"be tied around, have tied around oneself",epars,,,,,,,
SN001423,fall (tree),eper,,,,,,,
SN001424,put part of oneself up high,epis,,,,,,,
SN001425,paint oneself,epns,,,,,,,
SN001426,place where pigs or deer roll in the mud,epns_pap,,,,,,,
SN001427,"mix, be mixed, 'double each other', be combined",eps,,,,,,,
SN001428,"mingle, mix together",eps,,,,,,,
SN001429,become unzipped,eptrers,,,,,,,
SN001430,prepare a bed or sleeping place by spreading mat or leaves out,LX000451,,,,,,,
SN001431,crooked,eqe,,,,,,,
SN001432,really crooked,eqeba,suris,,,,,,
SN001433,sit (dual),LX000452,,,,,,,
SN001434,"wallaby type, name comes the village of Sombrai on the coast side",erbowag,,,,,,,
SN001435,clan name,erbowag,,,,,,,
SN001436,mud-crab,ere,,,,,,,
SN001437,sit,LX000453,,,,,,,
SN001438,live,LX000453,,,,,,,
SN001439,plant species,LX000454,,,,,Litsea timoriana,Plant,
SN001440,plant species,LX000454,,,,,Cryptocarya sp.,Plant,
SN001441,"hear, listen out",ere_1,,,,,,,
SN001442,hear,ere_1,,,,,,,
SN001443,understand (a language),ere_1,,,,,,,
SN001444,"understanding, sense",eres_2,,,,,,,
SN001445,ear drum,ereser_bene,,,,,,Ear,tngan_bene
SN001446,"bone where ear opens, stirrup bone",ereser_got,,,,,,Ear,
SN001447,exclamation of fear or pain,eri,,,,,,,
SN001448,be surprised (at: LOC); be surprised,ermbs,,,,,,,
SN001449,get really scared,ermbs,,,,,,,
SN001450,give a surprise to,LX000455,,,,,,,
SN001451,hide (oneself),erne,,,,,,,
SN001452,hiding place (i.e. a good place to hide yourself),ernes_pap,,,,,,,
SN001453,"be hidden, be in hiding",LX000456,,,,,,,
SN001454,type of sedge,ernnd,,,,,,Plant,
SN001455,leak,er,,,,,,,
SN001456,plant species,erweg,,Grass seeds get caught in clothes.,,,Breynia sp.,Plant,
SN001457,only,LX000457,,,,,,,
SN001458,rise,esans,,,,,,,
SN001459,namesake,LX000458,,,,,,,
SN001460,"be immersed, be in (especially water)",LX000459,,,,,,,
SN001461,"wade, immerse oneself, get into (water)",LX000460,,,,,,,
SN001462,"(for a worn object, like a hat) be on",esngr,,,,,,,
SN001463,slide down,esnos,,,,,,,
SN001464,claim for oneself,esns_1,,,,,,,
SN001465,begin,esns_2,,,,,,,
SN001467,begin,esns_2,,,,,,,
SN001468,"wrap around, coil around, hook onto something, tangle together",esn_3,,,,,,,
SN001469,be busy with something (in LOC),esn_3,,,,,,,
SN001470,thankyou,eso,,,,,,,
SN001471,descend,esrs,,,,,,,
SN001472,"itch, scratch oneself",es_1,,,,,,,
SN001473,"itch, itchiness",es_2,,,,,,,
SN001474,feel itchy,LX000461,,,,,,,
SN001475,shellfish,et,,,,,,,
SN001476,shell,et_got_1,,,,,,,
SN001477,money,et_got_1,,,,,,,
SN001478,ankle pins,et_got_2,,,,,,,
SN001479,"tidy, neat, in line",LX000462,,,,,,,
SN001480,"arranged in rows, in lines",LX000463,,,,,,,
SN001481,"end, be the end of something (of two)",LX000464,,,,,,,
SN001482,be lying on (e.g. on a shelf),LX000465,,,,,,,
SN001483,"fight, engage in fisticuffs",eter,,,,,,,
SN001484,"register one's presence, give information about oneself, say who one is",etl,,,,,,,
SN001485,"be an end, be at an end, be the end of something, end",LX000466,,,,,,,
SN001486,"be restricted, stay within bounds (e.g. within the boundaries of a clan)",LX000466,,,,,,,
SN001487,"girl: young teenage girl, unmarried girl",euri,,,,,,,mleg_dukr
SN001488,daughter (an old-fashioned word for this meaning),euri,,,,,,,
SN001489,many/ all go /come (large or exhaustive plural) [come or go according to whether n- or ng- are prefixed),LX000467,,,,,,,
SN001490,lick oneself,LX000468,,,,,,,
SN001491,"close (by itself, or without specifying agent)",ewembe,,,,,,,
SN001492,become.overgrown,ewembe,,,,,,,
SN001493,deceive each other,LX000469,,,,,,,
SN001494,"bend down, bend over",ewepns,,,,,,,
